origin,dest,count
23463cc4-7351-47b3-a3c4-0fd498c52abf,f9dc11bb-4d37-43b6-8ce5-78c79bf37eed,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,038a6551-39d4-48d9-8907-c53dd0ef116a,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,7bbb562e-82cc-4344-8833-ec85cd2ca0c3,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,b1d58cfc-8ef2-49a3-84e1-5c269b7b3bf5,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,f4dca988-82d4-4497-a608-e3bb5c08dc66,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,376aec23-b524-4252-ad9d-96fa586a6744,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,610545cc-3e91-457d-8d80-bba9949b4548,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,bf4fd926-eacd-4463-81ff-da503f8570ad,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,58b39cea-0723-4de4-bbdc-c399e29d257d,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,e270b2a6-bb98-4b90-8289-fae71d4837b7,3
23463cc4-7351-47b3-a3c4-0fd498c52abf,d8f87f7c-f90b-42d3-b3c1-dca7fc0c38ef,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,d1255e95-ae3f-4073-afbf-cdb09a56b5e5,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,bc588f08-fafc-4d46-a8e1-78b3bdb06d77,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,22a1c421-e319-41e3-a36b-756422d1fe7b,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,4a962bba-1d55-4ae0-8c01-cd617871d1a3,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,20015571-f519-4289-8c33-facbe1aeb16a,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,1e1745bb-edc0-454b-993c-d7a81dfcf4dd,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,ebbb855f-1952-4dfc-99e5-79c7f0aa24ac,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,d109e7ab-9969-4c58-a89a-571c39c21abd,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,bcc5ca98-95fc-4636-91bc-a99cb2d05acd,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,65ed6858-e36e-4475-abae-3a0028c8a97f,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,b03684c8-461f-401c-9ce2-614b4dc8917a,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,48605d28-5496-4287-b77e-b73b0acc98a6,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,f975dfe6-227f-4238-a6cc-ce0093bbac2f,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,755ae75e-4457-4ac0-84c5-49c665a618c9,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,111559e9-0f8d-4cbf-8603-9aa9f23f3404,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,39c6bf22-3c85-4294-b7d7-1361a542c8ac,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,d18d7d71-849f-44cd-9371-62bf0e5f85da,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,6c145927-05de-4727-bbac-0668421d5078,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,f61ddee3-53cc-4c5f-8faa-dc0c6b35f838,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,ebd7b03c-0fc2-453f-af6b-1848dd3db94e,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,c3df2b58-b2df-4ea0-b316-923d1d0637cb,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,af258fa4-2ee6-4f72-8103-bc7c60872624,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,a99652aa-c11c-4102-af1d-026edd7d0a9b,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,e96c3609-c268-4f2b-848e-bd40474937bf,3
23463cc4-7351-47b3-a3c4-0fd498c52abf,6c9c4661-c827-4b6f-b7bf-6d0d2358cf82,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,3e53fae9-2235-4e7b-9ed0-0254234c4f91,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,2abc46cc-f588-4829-8879-689f721122ab,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,1333d99e-4c6b-4cab-b171-2217e9b0ab5e,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,3975c206-64ff-4c4e-8219-55cec440aad0,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,676c9437-762a-42d8-8d48-e8b2f90eac1c,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,a011a654-ad3b-48ae-9cc8-1f102c8e89e1,1
23463cc4-7351-47b3-a3c4-0fd498c52abf,e81b2c75-d531-488c-b138-f5e8ab45a20f,5
23463cc4-7351-47b3-a3c4-0fd498c52abf,8b559c49-f35f-4bc3-ab43-6072fb1a6165,4
23463cc4-7351-47b3-a3c4-0fd498c52abf,92d97b2b-6fce-4601-84a7-2cbb2c9efaf8,1
dcaeb9bd-df96-4d2a-9ae9-d017e2d0334a,c0b7dcbc-b71d-4899-a478-242127b93001,4
bf4fd926-eacd-4463-81ff-da503f8570ad,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
ae685dcb-af44-4df2-81c5-61fbed416cf1,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
d13d0d4a-749a-49c4-80b8-98714370a75e,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,2
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,e1183813-ea4e-4f0f-820c-7bc7e62b1fed,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1cce8ebc-fda2-4cd9-acbf-8734f263d7f8,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,2fad97dc-4fbb-42f0-82e3-1592a606bc9b,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,c7125e6a-68a2-4ff9-91ff-c80a7a26850d,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5fe4e4d0-df49-4721-bd92-225b5cc0f618,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,347eac3d-c459-4196-81d5-8f90880ff795,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,8d42d29b-f816-4399-8d4d-e01b12687b51,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,d13d0d4a-749a-49c4-80b8-98714370a75e,2
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3829d2bd-8787-49f9-880a-596ba04d746b,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,ae685dcb-af44-4df2-81c5-61fbed416cf1,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,23463cc4-7351-47b3-a3c4-0fd498c52abf,2
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,da30d660-5a73-4b53-82f8-07e0f9fe4b0f,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,d289c8c9-83b5-4276-bd15-0cdb71ed19ae,4
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,597cc306-ce65-4036-9c9c-520197c43ac2,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,610545cc-3e91-457d-8d80-bba9949b4548,3
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,6ec24c43-f4e4-4c8e-8628-79f1cd30bb8c,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,a27e9dc2-9946-4e07-8a80-c7ba098c602f,4
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,644f5992-91d0-425c-a7c9-292eea83f8f2,4
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,783f85d3-9c04-4b4f-ac31-d6010d8e2c1b,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,9f983de6-7de3-455f-81df-492551036671,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,388a9e9d-c747-4134-8439-37094509f5ca,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,aececca1-a87a-4673-a910-8a1d0a13c154,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,11de6b11-561e-4c40-8ac0-32fc6298867c,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,aea786d1-001b-4dbf-b650-1c63d3b8be69,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,763f0b56-08b6-4c3d-abad-50e680d6a207,4
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,f9dc11bb-4d37-43b6-8ce5-78c79bf37eed,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,428b93d0-9cae-4f6e-a0de-9194b1cc055c,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5a216c28-a36d-4652-86c8-4cd2b446d551,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,d087b033-847a-4b5f-9469-d3c22442068d,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,88bab061-6dd4-4b1d-8788-1ba3755e6aba,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,7b61480b-d223-4db5-9c49-b60b5b14efda,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3907b6bb-6806-488d-9e3b-8dfe2cba3fb7,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,9e47cb46-17d7-4881-9420-613c41c793a4,4
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3a8ce272-77aa-42ba-8b22-e59f02179dce,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,c29bca6f-f65d-4cc0-8d99-134938a287dc,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,cce483cb-d220-4449-8056-9732bd2720d1,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,6077cd57-fc60-482e-8669-34620ff8063c,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,c36fb1c2-bad4-46b3-a3a2-dfc0e211d3f7,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,228c1968-eb60-487d-83dc-bc4d61e727b8,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,c3888a3a-7a54-4757-b28b-299be844c7ef,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,a357250a-9398-4cbe-87e3-845d267b2561,5
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5aff5b9e-6d26-441f-b283-e5fe167c1e5c,3
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,e270b2a6-bb98-4b90-8289-fae71d4837b7,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,8b559c49-f35f-4bc3-ab43-6072fb1a6165,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,43955a64-efc5-47ec-9c77-78669a271b86,3
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3975c206-64ff-4c4e-8219-55cec440aad0,2
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1e1745bb-edc0-454b-993c-d7a81dfcf4dd,1
0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,2abc46cc-f588-4829-8879-689f721122ab,1
d18d7d71-849f-44cd-9371-62bf0e5f85da,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
ebbb855f-1952-4dfc-99e5-79c7f0aa24ac,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
e257d6bd-97e2-477e-8a14-833a679444f1,dcaeb9bd-df96-4d2a-9ae9-d017e2d0334a,4
af258fa4-2ee6-4f72-8103-bc7c60872624,23463cc4-7351-47b3-a3c4-0fd498c52abf,4
f975dfe6-227f-4238-a6cc-ce0093bbac2f,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
48605d28-5496-4287-b77e-b73b0acc98a6,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
c3df2b58-b2df-4ea0-b316-923d1d0637cb,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
755ae75e-4457-4ac0-84c5-49c665a618c9,23463cc4-7351-47b3-a3c4-0fd498c52abf,4
5fe4e4d0-df49-4721-bd92-225b5cc0f618,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
c7125e6a-68a2-4ff9-91ff-c80a7a26850d,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
c36fb1c2-bad4-46b3-a3a2-dfc0e211d3f7,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
9f983de6-7de3-455f-81df-492551036671,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
e270b2a6-bb98-4b90-8289-fae71d4837b7,23463cc4-7351-47b3-a3c4-0fd498c52abf,4
aececca1-a87a-4673-a910-8a1d0a13c154,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
3e53fae9-2235-4e7b-9ed0-0254234c4f91,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
bcc5ca98-95fc-4636-91bc-a99cb2d05acd,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
347eac3d-c459-4196-81d5-8f90880ff795,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
6077cd57-fc60-482e-8669-34620ff8063c,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
4a962bba-1d55-4ae0-8c01-cd617871d1a3,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
f4dca988-82d4-4497-a608-e3bb5c08dc66,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
6c145927-05de-4727-bbac-0668421d5078,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
43955a64-efc5-47ec-9c77-78669a271b86,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3
5116e8b6-8a1c-44e7-9567-73019b534fb3,d289c8c9-83b5-4276-bd15-0cdb71ed19ae,5
2fad97dc-4fbb-42f0-82e3-1592a606bc9b,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
a27e9dc2-9946-4e07-8a80-c7ba098c602f,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
644f5992-91d0-425c-a7c9-292eea83f8f2,23463cc4-7351-47b3-a3c4-0fd498c52abf,1
644f5992-91d0-425c-a7c9-292eea83f8f2,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,4
d29dd986-29c3-4a82-8c07-b0282734cca3,644f5992-91d0-425c-a7c9-292eea83f8f2,1
d29dd986-29c3-4a82-8c07-b0282734cca3,e96c3609-c268-4f2b-848e-bd40474937bf,2
20015571-f519-4289-8c33-facbe1aeb16a,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
676c9437-762a-42d8-8d48-e8b2f90eac1c,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
428b93d0-9cae-4f6e-a0de-9194b1cc055c,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
597cc306-ce65-4036-9c9c-520197c43ac2,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
a99652aa-c11c-4102-af1d-026edd7d0a9b,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
763f0b56-08b6-4c3d-abad-50e680d6a207,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
a011a654-ad3b-48ae-9cc8-1f102c8e89e1,23463cc4-7351-47b3-a3c4-0fd498c52abf,1
b03684c8-461f-401c-9ce2-614b4dc8917a,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
b1d58cfc-8ef2-49a3-84e1-5c269b7b3bf5,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
f61ddee3-53cc-4c5f-8faa-dc0c6b35f838,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
45d6c146-665e-45e9-bb2c-07d389d8c3dc,e257d6bd-97e2-477e-8a14-833a679444f1,4
45d6c146-665e-45e9-bb2c-07d389d8c3dc,c0b7dcbc-b71d-4899-a478-242127b93001,1
65ed6858-e36e-4475-abae-3a0028c8a97f,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
aea786d1-001b-4dbf-b650-1c63d3b8be69,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
22a1c421-e319-41e3-a36b-756422d1fe7b,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
7bbb562e-82cc-4344-8833-ec85cd2ca0c3,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
8b559c49-f35f-4bc3-ab43-6072fb1a6165,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
1cce8ebc-fda2-4cd9-acbf-8734f263d7f8,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
1333d99e-4c6b-4cab-b171-2217e9b0ab5e,2abc46cc-f588-4829-8879-689f721122ab,1
d109e7ab-9969-4c58-a89a-571c39c21abd,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
58b39cea-0723-4de4-bbdc-c399e29d257d,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
2abc46cc-f588-4829-8879-689f721122ab,23463cc4-7351-47b3-a3c4-0fd498c52abf,2
2abc46cc-f588-4829-8879-689f721122ab,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1
d1255e95-ae3f-4073-afbf-cdb09a56b5e5,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
a357250a-9398-4cbe-87e3-845d267b2561,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
841e8a52-82ca-4f92-81d6-e66447a181e0,a27e9dc2-9946-4e07-8a80-c7ba098c602f,1
841e8a52-82ca-4f92-81d6-e66447a181e0,841e8a52-82ca-4f92-81d6-e66447a181e0,1
d289c8c9-83b5-4276-bd15-0cdb71ed19ae,5116e8b6-8a1c-44e7-9567-73019b534fb3,5
d289c8c9-83b5-4276-bd15-0cdb71ed19ae,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
9e47cb46-17d7-4881-9420-613c41c793a4,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,4
9e47cb46-17d7-4881-9420-613c41c793a4,c0b7dcbc-b71d-4899-a478-242127b93001,1
75cfc80f-1235-4642-a4f5-ebe82337c6a0,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,2
e81b2c75-d531-488c-b138-f5e8ab45a20f,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
3975c206-64ff-4c4e-8219-55cec440aad0,75cfc80f-1235-4642-a4f5-ebe82337c6a0,2
3975c206-64ff-4c4e-8219-55cec440aad0,2abc46cc-f588-4829-8879-689f721122ab,1
5a216c28-a36d-4652-86c8-4cd2b446d551,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
11de6b11-561e-4c40-8ac0-32fc6298867c,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
1e1745bb-edc0-454b-993c-d7a81dfcf4dd,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
1e1745bb-edc0-454b-993c-d7a81dfcf4dd,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1
ebd7b03c-0fc2-453f-af6b-1848dd3db94e,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
3a8ce272-77aa-42ba-8b22-e59f02179dce,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1
88bab061-6dd4-4b1d-8788-1ba3755e6aba,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
7b61480b-d223-4db5-9c49-b60b5b14efda,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
3829d2bd-8787-49f9-880a-596ba04d746b,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
c29bca6f-f65d-4cc0-8d99-134938a287dc,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
d5ea369c-58b3-4e6e-b13a-3e3ab44f3332,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
cce483cb-d220-4449-8056-9732bd2720d1,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
d087b033-847a-4b5f-9469-d3c22442068d,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
39c6bf22-3c85-4294-b7d7-1361a542c8ac,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
6ec24c43-f4e4-4c8e-8628-79f1cd30bb8c,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
8d42d29b-f816-4399-8d4d-e01b12687b51,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
376aec23-b524-4252-ad9d-96fa586a6744,23463cc4-7351-47b3-a3c4-0fd498c52abf,4
da30d660-5a73-4b53-82f8-07e0f9fe4b0f,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
c0316323-e8fc-4a7c-b60f-7ec2fd64ce39,763f0b56-08b6-4c3d-abad-50e680d6a207,1
6c9c4661-c827-4b6f-b7bf-6d0d2358cf82,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
f9dc11bb-4d37-43b6-8ce5-78c79bf37eed,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
c0b7dcbc-b71d-4899-a478-242127b93001,45d6c146-665e-45e9-bb2c-07d389d8c3dc,5
c0b7dcbc-b71d-4899-a478-242127b93001,9e47cb46-17d7-4881-9420-613c41c793a4,1
3907b6bb-6806-488d-9e3b-8dfe2cba3fb7,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
5aff5b9e-6d26-441f-b283-e5fe167c1e5c,92d97b2b-6fce-4601-84a7-2cbb2c9efaf8,1
5aff5b9e-6d26-441f-b283-e5fe167c1e5c,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3
228c1968-eb60-487d-83dc-bc4d61e727b8,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
783f85d3-9c04-4b4f-ac31-d6010d8e2c1b,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
111559e9-0f8d-4cbf-8603-9aa9f23f3404,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
e96c3609-c268-4f2b-848e-bd40474937bf,d29dd986-29c3-4a82-8c07-b0282734cca3,2
e96c3609-c268-4f2b-848e-bd40474937bf,23463cc4-7351-47b3-a3c4-0fd498c52abf,3
038a6551-39d4-48d9-8907-c53dd0ef116a,23463cc4-7351-47b3-a3c4-0fd498c52abf,5
92d97b2b-6fce-4601-84a7-2cbb2c9efaf8,5aff5b9e-6d26-441f-b283-e5fe167c1e5c,1
92d97b2b-6fce-4601-84a7-2cbb2c9efaf8,c0316323-e8fc-4a7c-b60f-7ec2fd64ce39,1
610545cc-3e91-457d-8d80-bba9949b4548,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,3
610545cc-3e91-457d-8d80-bba9949b4548,23463cc4-7351-47b3-a3c4-0fd498c52abf,1
54a065d6-8e31-4a3a-8ce3-2e50f0a8dfd0,7d56538b-4e45-4049-8c31-71c8496b16b8,1
7d56538b-4e45-4049-8c31-71c8496b16b8,bc588f08-fafc-4d46-a8e1-78b3bdb06d77,1
d8f87f7c-f90b-42d3-b3c1-dca7fc0c38ef,23463cc4-7351-47b3-a3c4-0fd498c52abf,4
388a9e9d-c747-4134-8439-37094509f5ca,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
e1183813-ea4e-4f0f-820c-7bc7e62b1fed,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,5
c3888a3a-7a54-4757-b28b-299be844c7ef,0b3f886a-59da-4852-8a9b-3d9d6e3f29e0,1
bc588f08-fafc-4d46-a8e1-78b3bdb06d77,d29dd986-29c3-4a82-8c07-b0282734cca3,1
bc588f08-fafc-4d46-a8e1-78b3bdb06d77,54a065d6-8e31-4a3a-8ce3-2e50f0a8dfd0,1
